mol_idx,edit_type,site_idx,n_depths_used,entropy_mean,entropy_std,entropy_range
1376,b,19,6,3.826266090075175,0.2817458670314052,0.7133586406707764
1377,b,38,6,3.8274025519688926,0.5867702941907267,1.6459858417510986
1378,b,13,6,3.534552296002706,0.3180240965398223,0.8904047012329102
1379,b,19,6,3.3707985083262124,0.5049996124190236,1.2118828296661377
1380,b,7,6,4.253389835357666,0.2549338292827466,0.692894458770752
1381,a,2,6,3.636319637298584,0.1322756884583237,0.3402702808380127
1382,a,1,6,3.159467260042826,0.1424589848016492,0.35320067405700684
1383,b,16,6,3.545183022816976,0.47228497123528945,1.187762975692749
1384,b,4,6,4.568168640136719,0.3316595171643119,0.8478255271911621
1385,b,44,6,4.534797747929891,0.33754867604128896,0.8387088775634766
1386,b,17,6,3.972514589627584,0.3834467507175051,0.9639396667480469
1387,b,24,6,3.9526665210723877,0.4907251087953613,1.2586631774902344
1388,a,30,6,4.307265679041545,0.1975243382404736,0.4908590316772461
1389,b,36,6,4.308859825134277,0.3739651072695636,1.0163450241088867
1390,a,6,6,3.3482877016067505,0.13238511991186053,0.33881592750549316
1391,a,13,6,3.6096237897872925,0.17929059135264103,0.4572131633758545
1392,a,19,6,4.151524305343628,0.18133552940771663,0.4898381233215332
1393,a,2,6,3.799948294957479,0.3382109233984081,0.7480719089508057
1394,b,9,6,3.5300397078196206,0.4366070455076484,1.1228611469268799
1395,b,28,6,3.9623780250549316,0.3546624089069995,0.8740816116333008
1396,b,22,6,4.141364177068074,0.3041012444804087,0.8592746257781982
1397,b,12,6,4.26839538415273,0.2825114070954865,0.6767680644989014
1398,a,17,6,4.135641535123189,0.19132359854515615,0.5020735263824463
1399,b,47,6,4.244526068369548,0.41395036466005963,1.1166741847991943
1400,b,18,6,3.2445762157440186,0.4098917180816103,0.9637250900268555
1401,b,3,6,3.9910675287246704,0.43715906260006115,1.1981596946716309
1402,a,1,6,3.833331743876139,0.09543411267956488,0.2592289447784424
1403,b,28,6,3.50215737024943,0.6214350542240299,1.7908329963684082
1404,b,27,6,3.9983407656351724,0.4162400550225728,1.077040433883667
1405,b,21,6,3.862612009048462,0.30834990364483383,0.7564601898193359
1406,a,2,6,3.4401561419169107,0.22655675813897933,0.5898194313049316
1407,b,3,6,4.05647607644399,0.496998904459221,1.2502079010009766
1408,b,30,6,3.849290370941162,0.5388574763525505,1.4590115547180176
1409,b,66,6,4.465101321538289,0.27700656924842687,0.7109479904174805
1410,b,20,6,3.7553157011667886,0.4174219212748004,1.0296623706817627
1411,b,19,6,3.9581369956334433,0.5017774263875117,1.2919211387634277
1412,b,23,6,4.158478697141011,0.4616761509627456,1.1629679203033447
1413,b,3,6,4.03897221883138,0.370789920294247,1.0158658027648926
1414,b,57,6,4.476502180099487,0.30347834016534636,0.7348551750183105
1415,b,19,6,3.6508442163467407,0.3782902792903079,0.944270133972168
1416,b,0,6,4.352333625157674,0.17492873051880578,0.4328913688659668
1417,b,11,6,3.647979497909546,0.4196220695457879,1.0440070629119873
1418,b,21,6,4.297105630238851,0.43400688483671185,1.1513352394104004
1419,b,20,6,3.8526065746943154,0.3990126156115892,1.0052495002746582
1420,b,5,6,3.154606262842814,0.32435120382053545,0.8331351280212402
1421,a,10,6,3.6732091903686523,0.20975206040766364,0.5623588562011719
1422,b,5,6,4.42309566338857,0.4573423927613255,1.1211302280426025
1423,b,14,6,3.7818662325541177,0.40764310255156183,1.0254876613616943
1424,a,12,6,3.9269429047902427,0.26935751172832545,0.7001402378082275
1425,b,18,6,4.0258991320927935,0.45282650219822496,1.0441412925720215
